63,mexican wedding rings,1/2  lb. butter  dash of salt1/2  c. powdered sugar1/2  tsp. vanilla2  c. flour1  c. chopped pecans,Cream butter  salt and sugar.  Add other ingredients and roll into 1-inch balls.  Bake at 325° to 350° for about 20 minutes. They will not be brown.  While hot  roll in powdered sugar.  If preferred  when cooled  roll in powdered sugar again.
64,natchez cookies,2  sticks margarine1  c. sugar1  egg or separated2  c. flour2  tsp. cinnamon1  c. nuts,Cream margarine  sugar and egg yolk; beat well.  Add flour and cinnamon; mix well.  Beat egg white until foamy; spread batter thin on cookie sheet.  Brush egg white on top; sprinkle with chopped nuts.  Bake at 300° for 25 to 30 minutes.  When done  remove from cookie sheet at once.
65,chocolate cookie with surprise center,2 1/2  c. flour3/4  c. Hershey's cocoa1  tsp. baking soda1  c. sugar1  c. brown sugar1  c. butter1  tsp. vanilla2  eggs48  Rolo caramels1  c. Macadamia nuts or chopped fine1  Tbsp. sugar,Blend dry ingredients.  Cream white sugar  brown sugar and butter; add vanilla.  Add eggs.  Add dry ingredients to wet ingredients.  Wrap dough around Rolo candy.  Roll in chopped nuts and sugar.  Bake 1-inch apart on ungreased cookie sheet at 375° for 7 to 10 minutes.
66,columbus cookies,6  oz. butter8  oz. caster sugar12  oz. plain or self-rising flour1  egg or well beaten2  Tbsp. strong black coffee1  Tbsp. rum2  tsp. baking powder (if using plain flour)1/2  tsp. salt3  oz. blanched nuts (cashews or almonds or peanuts) or chopped,Cream the butter and sugar.  Add 3 tablespoons flour to the egg  then beat in the coffee and rum.  Add this to the butter and sugar mixture and continue beating until it is a soft batter.  Sift the remaining flour with the baking powder  if used  and salt and add very slowly to the batter.  Stir in the chopped nuts  adding a little extra flour if the dough is not stiff enough to roll out. Refrigerate for 1 hour  then flour a board and roll out to 1/4-inch thickness and cut into desired shapes.  Bake on an ungreased baking sheet in a moderately hot oven (375°) for 10 to 15 minutes until cookies are firm and pale beige.
67,kentucky spice cookies,3 1/2  c. sugar1  c. shortening1 1/2  tsp. cinnamon3/4  tsp. cloves3/4  tsp. ginger3/4  tsp. allspice2  tsp. salt2  Tbsp. baking soda1  c. dark molasses5  c. flour1/2  c. water  sugar  strawberry or raspberry jelly,Preheat oven to 350°.  Cream together 3 1/2 cups sugar  shortening  spices  salt and baking soda.  Add the molasses and blend well.  Gradually mix in the flour.  Then add the water to make a dough of pie crust consistency.  For each cookie  take 1 teaspoon of dough and roll it into a ball  then roll the ball in sugar.  Place each on ungreased cookie sheet  make a small indentation in the top of each ball and fill with a dot of jelly. Bake for 8 minutes.  Remove from oven and immediately sprinkle with sugar.  Cool before storing.
68,top o' the stove cookies,2  c. sugar1/2  c. milk1  stick margarine1/2  c. cocoa1/2  tsp. salt1  tsp. vanilla3  c. uncooked quick oats1/2  c. chopped walnuts1/2  c. coconut,Mix sugar  milk  margarine and cocoa and boil 3 minutes.  Add salt  vanilla and oats.  Cool slightly.  Add walnuts and/or coconut.  Drop by spoonfuls on waxed paper.  Makes about 2 dozen.
69,flaky cake bars,1  pkg. 1 layer size yellow cake1/2  c. honey1/2  c. softened butter or margarine1 (7 oz.)  pkg. flaked coconut or toasted,Prepare 1 package 1 layer size yellow cake mix according to package directions.  Pour batter into greased 9 x 9 x 2-inch pan. Bake at 350° for about 25 minutes  or until done.  Cool.      While cake is cooling  gradually add 1/2 cup honey to 1/2 cup softened butter or margarine  beating until fluffy.  Remove cake from pan.  Trim outside edges.  Cut into 2 x 1-inch bars.  Spread sides and top of each bar with honey-butter mixture.  Roll in 1 (7 ounce) package flaked coconut  toasted.  Top each with a strawberry.  Makes 2 1/2 dozen.
70,cracker jack cookies,2  sticks oleo (1 c.) or softened1  c. white sugar1  c. lightly packed brown sugar (when measuring or spoon it lightly in cup)2  eggs2  tsp. vanilla1 1/2  c. flour1  tsp. baking powder1  tsp. soda2  c. old-fashioned oatmeal1  c. coconut2  c. Rice Krispies1  c. chopped nuts,Preheat oven to 350°.  Thoroughly cream together oleo and sugars; add eggs and vanilla.  Mix well.  Sift together flour  baking powder and soda.  Combine flour and egg mixture; add oatmeal  coconut  cereal and nuts and mix well.  Drop by heaping teaspoonfuls about 2 inches apart on greased baking sheet.  Bake for about 10 minutes or until brown.  Remove from baking sheet immediately.  Makes 6 dozen.
71,coconut flake cookies,1 1/2  c. plain flour2  tsp. baking powder1/2  tsp. salt3  c. corn flakes1  c. shortening1  c. white sugar1/2  c. brown sugar2  eggs or unbeaten1  tsp. vanilla1 1/2  c. coconut,Add corn flakes to sifted dry ingredients.  Cream shortening; add sugars and blend well.  Add eggs  one at a time  beating well. Add vanilla  then flour and corn flake mixture.  Mix well.  Add coconut.  Drop by teaspoon.  Bake at 375° for 12 to 15 minutes. Makes 5 dozen cookies.
73,cathedral cookies,1 (6 oz.)  pkg. chocolate chips2  Tbsp. butter1  egg3  c. miniature colored marshmallows1/2  c. chopped nuts1  c. flaked coconut,Melt chocolate chips and butter in top of double boiler.  Add the beaten egg and let cool.  Fold in marshmallows and nuts.  Turn out on waxed paper  which has been covered with coconut.  Form into 12 x 2 1/2-inch roll.  Wrap roll in waxed paper and freeze.  Slice and serve.
74,ohio buckeyes,1  stick Imperial oleo1  lb. powdered sugar2  c. crunchy peanut butter3  c. Rice Krispies1/3  bar paraffin12  oz. semi-sweet chocolate chips,Mix together 1 stick Imperial oleo  one pound sifted powdered sugar  2 cups crunchy peanut butter and 3 cups crushed Rice Krispies.  (Can use a rolling pin and a Ziploc bag to crush them.) Then roll all ingredients into small balls about the size of a half dollar; refrigerate overnight.  Next day  melt over hot water 1/3 bar paraffin and 12 ounces chocolate chips.  Dip each ball in chocolate and drain on waxed paper or wire rack.  Makes 100 balls.
75,date-nut pinwheels,2 1/4  c. chopped dates1/2  c. sugar1  c. water1  c. chopped nuts,Cook dates  sugar  water.  Add nuts when cool.      Combine all ingredients for dough.  Roll dough out and spread with date mixture.  Roll up in pinwheel.  Place in wax paper. Leave in refrigerator overnight.  Slice  then bake in 350° oven until lightly browned.
76,christmas gingerbread cookies,1  c. shortening1  c. light brown sugar3  eggs or well beaten1 1/2  c. molasses6  c. bread flour1 1/2  Tbsp. ginger2 1/4  tsp. salt1  tsp. cinnamon1 1/2  tsp. soda,Cream shortening and sugar; add eggs and molasses.  Stir dry ingredients together and add.  Chill.  Roll out not too thin.  Bake at 350° until dry  not crisp.  Makes enough dough for many shaped cookies.  Frost  if desired.
77,hermits,1  c. butter or margarine2  c. brown sugar or packed2  eggs1/2  c. cool coffee4 1/2  c. sifted all-purpose flour1  tsp. baking soda1/2  tsp. salt1/2  tsp. nutmeg1 1/2  tsp. cinnamon2  c. raisins1 1/2  c. chopped walnuts,Heat oven to 400°.  Beat butter  sugar and eggs together until well blended.  Stir in coffee.  Sift flour  baking soda  salt  nutmeg and cinnamon together.  Blend into shortening mixture. Stir in raisins and walnuts.  Drop mixture by rounded teaspoonfuls  about 2 inches apart  onto greased cookie sheets.  Bake 8 minutes or until cookies feel almost firm.  Cool.  Makes 6 dozen.
78,colorado ranger cookies,1  c. shortening1  c. white sugar1  c. brown sugar2  eggs2  c. flour1/2  tsp. baking powder1  tsp. soda1  tsp. salt2  c. quick oats2  c. Rice Krispies1  c. coconut1  tsp. vanilla,Cream shortening and sugars.  Add eggs.  Add flour  baking powder  soda and salt and work in oats  Rice Krispies  coconut and vanilla.  Mix thoroughly until mixture is a stiff dough.  Mold into small balls and press down on greased cookie sheets with fork. Bake in 350° oven until brown.
79,irish shamrock cookies,1/4  c. butter or softened1 small  pkg. pistachio instant pudding1 1/3  c. baking mix1  egg1  Tbsp. sugar  confectioners sugar frosting or tinted green,Cream butter and pudding mix.  Add baking mix  egg and sugar; mix well.  Roll on lightly floured board to 3/8-inch thickness. Cut with shamrock-shaped cookie cutter.  Bake on lightly greased cookie sheet at 350° for 9 to 10 minutes.  Cool on wire racks.  Top with frosting.  Yields 1 1/2 dozen.
80,fudgy brownie cookies,12  oz. (2 c.) semi-sweet chocolate chips1  oz. unsweetened chocolate or finely chopped2  Tbsp. unsalted butter1  tsp. instant coffee powder3  large eggs1  c. plus 2 Tbsp. sugar1  tsp. vanilla1/2  c. plus 2 Tbsp. flour1/2  tsp. baking powder,Preheat oven to 350°.  In top of double boiler over hot  not simmering  water  melt together the chocolates and butter.  Add coffee powder and stir well.  Remove from heat and cool to room temperature.      In large bowl  beat eggs until foamy.  Add sugar 2 tablespoons at a time while beating; continue to beat for 2 minutes until light and fluffy.  Add vanilla and cooled chocolate mixture.  Mix well.      Sift flour and baking powder into egg/chocolate mixture.  Mix well.  Drop dough by rounded teaspoonfuls onto 2 ungreased baking sheets.  Bake for 8 to 10 minutes until cookies are just set. Don't overbake.  Remove from oven; cool 5 minutes.  Transfer to rack.  Cool well.  Makes 3 dozen.
81,great pumpkin cookies,2  c. flour1  c. quick oats1  tsp. baking soda1  tsp. cinnamon1/2  tsp. salt1  c. butter or softened1  c. brown sugar1  c. granulated sugar1  egg1  tsp. vanilla1  c. pumpkin1  c. chocolate chips,Combine flour  oats  soda  cinnamon and salt.  Cream butter; add sugars and beat well.  Add egg and vanilla; mix well. Alternately add dry ingredients and pumpkin  mixing well.  Stir in chips.  For each cookie drop 1/4 cup dough onto greased cookie sheet; spread into pumpkin shape.  Add a bit more to form stem. Bake at 350° for 20 to 25 minutes  until cookies are lightly browned.  Remove from sheet and cool.  Can be decorated using icing  candies  nuts or more chips.  Makes about 20 cookies.
83,texas cookies,  whole graham crackers2  sticks oleo1  egg2  Tbsp. milk1  c. sugar1/2  c. chopped nuts1  c. coconut1  c. graham cracker crumbs,Line pan with butter (8 x 8-inch pan for regular recipe and 9 x 12-inch pan for 1 1/2 recipes).  Cover with whole graham crackers. Melt 2 sticks oleo.  Mix egg  milk and sugar together; add to melted oleo.  Bring to boil.  (Stir constantly to prevent burning.) Remove from heat; add nuts  coconut and crumbs.  Pour over the layer of graham crackers in the pan.  Top with whole graham crackers.  Pour icing over the mixture.  Chill 5 hours.  Freezes very well.  Make it the day before or make it ahead and freeze to use later.      Combine all ingredients and pour atop graham crackers.
84,fancies,1  c. butter or softened1  c. powdered sugar1  tsp. vanilla extract1 1/4  c. flour1  c. quick cooking oats  chocolate raisins,In small bowl  cream butter and sugar.  Add extract.  Stir in flour and oats.  Stir in chocolate raisins.  Shape into 2 rolls  each 1 1/2-inches in diameter.  Wrap in waxed paper and chill. (Can make drop cookies.)  Heat oven to 350°.  Cut rolls into 1/4-inch slices and place on ungreased cookie sheet.  Bake 10 to 12 minutes.  Makes 6 to 7 dozen.
85,chocolate covered bananas,6  to 8 large size bananas or cut in half2/3  c. vegetable shortening1 (12 oz.) or 2 (6 oz.)  pkg. semi-sweet chocolate chips,You will need 12 to 16 wooden sticks.      Place wooden sticks in peeled bananas that are cut in halves. Place on waxed paper covered cookie sheet and freeze overnight. Cover with waxed paper or place in plastic bag.  Melt shortening and chocolate in double boiler over hot  not boiling  water. Remove from heat and place or dip bananas in hot chocolate. Chocolate will harden almost immediately on frozen bananas.  Place on waxed paper covered cookie sheet and place each banana in plastic bag; re-freeze.
86,apple cake with caramel sauce,2  c. white sugar1/2  c. shortening2  eggs2  tsp. soda1  tsp. salt2  c. flour2  tsp. cinnamon4  c. apples or peeled and finely chopped1  c. chopped walnuts,Cream sugar and shortening together; add eggs and dry ingredients.  Then blend in apples and walnuts.  Pour batter into 9 x 13-inch pan.  Bake 1 hour at 350° in a 9 x 13-inch pan.      Mix sauce ingredients together and bring to a boil.  Serve warm over apple cake and top with whipped cream.
87,munch cookies,3/4  c. white Karo3/4  c. brown sugar12  oz. peanut butter5  c. Special K cereal,Heat Karo and brown sugar on stove.  Stir to dissolve sugar  but do not let it bubble.  Remove from stove and add peanut butter  stirring to mix well.  Pour over Special K cereal and mix well. Butter a 9 x 12-inch pan.  With hands buttered also  pat mixture into pan.      Melt chips together.  Spread on top of cereal mixture.  Cool and cut in squares.
88,oklahoma cookies,1/2  c. evaporated milk1/2  c. margarine2  c. sugar1/2  tsp. salt1/2  c. cocoa2  tsp. vanilla1/2  c. peanut butter3  c. oatmeal,Mix evaporated milk  margarine  sugar  salt and cocoa in medium saucepan; bring to a boil and cook for 1 minute  stirring constantly.  Remove from heat; add vanilla.  Allow to cool for about 5 minutes.  Stir in 1/2 cup peanut butter and 3 cups oatmeal. Drop by teaspoonfuls on waxed paper.  Allow to harden.
89,belgian cherry cookies,1  c. softened butter1/2  c. confectioners sugar1  tsp. almond extract2 to 3  Tbsp. milk2 1/2  c. sifted cake flour1/2  c. finely chopped pecans6  oz. jar maraschino cherries or drained and cut in half,Mix butter  sugar  extract and milk.  Blend in flour and mix in nuts.  Chill dough.  Heat oven to 400°.  Roll dough into 1-inch balls and insert cherry half into center of ball.  Bake 10 to 12 minutes on ungreased baking sheets until set  not brown.  While warm  roll in confectioners sugar  cool and roll again.
90,lace cookies,1  egg or beaten1  Tbsp. flour1  c. sugar1/4  lb. or 1/2 c. melted butter1  c. quick cooking oats1/4  tsp. salt1/4  tsp. baking powder1/2  tsp. vanilla,Combine all ingredients.  Drop very small amount of dough (1/4 teaspoon  as it spreads thin) on greased and floured wax paper-lined cookie sheet.  Bake at 350° for about 5 minutes until slightly brown at edges.  If underdone  will not come off paper. Allow cookies to cool on paper before removing.  Makes 80 to 100 cookies.  Cookies look like beige bits of lace.
91,chocolate kiss cookies,1  can Eagle Brand condensed milk1/3  c. smooth peanut butter2  c. Bisquick1  tsp. vanilla  granulated sugar for coating1  pkg. chocolate kisses,Beat Eagle Brand and peanut butter until smooth.  Add Bisquick and vanilla and mix.  Form 1-inch balls.  Roll in granulated sugar. Place 2 inches apart on ungreased cookie sheet.  Bake at 375° for 6 to 8 minutes.  Remove from oven.  Press chocolate kiss into center of each cookie immediately.  Remove from pan and allow to cool.
92,cheese pockets,1 (8 oz.)  pkg. cream cheese2  sticks butter2  c. flour  strawberry jelly or jam  powdered sugar,Mix together thoroughly cream cheese  butter and flour.  Form into ball and refrigerate overnight.  Leave at room temperature about 1 hour.  Roll out thin on lightly floured board.  Cut into about 3-inch rounds.  Fill with 1 teaspoon jam or jelly (your desired flavor).  Fold over and seal edges by crimping with fork. Bake on cookie sheet at 375° for 20 minutes.  Cool and dust with powdered sugar.
93,chocolate leaves,20  to 30 rose leaves1  (8 oz.) milk chocolate candy bar,To decorate cake  gather 20 to 30 rose leaves from garden. Wash thoroughly and dry leaves.  Melt an 8 ounce milk chocolate candy bar in double boiler.  Lay waxed paper on cookie sheet.  Hold leaf in hand; put chocolate on the underneath side with knife or paint brush.  Put in refrigerator.  When chocolate has hardened  peel off rose leaves.  Place chocolate leaves in storage container in refrigerator until needed for decorating.
94,apricot cookies,1  c. flour1/2  tsp. salt1  c. butter1 (3 oz.)  pkg. cream cheese1  can apricot filling1  Tbsp. powdered sugar (optional),Blend flour  salt and butter until crumbly (like pie dough). Blend in cream cheese.  Shape dough into 5-inch square.  Wrap in plastic and chill about 2 hours.  Roll 1/4 of the dough into 12-inch square  cut dough into 2-inch squares and put 1/2 teaspoon apricot filling on each square; fold over opposite corners.  Bake on ungreased cookie sheet 8 to 10 minutes at 350°.  Sprinkle with powdered sugar  if desired.
95,caramel cream sandwich cookies,1  c. butter or margarine3/4  c. firmly packed brown sugar1  unbeaten egg yolk2 1/4  c. sifted flour,Cream butter and gradually add brown sugar; cream well.  Blend in egg yolk  then add flour.  Stir until mixture forms a dough. Chill if necessary.  Shape into balls size of a marble.  Place on ungreased baking sheets and flatten to 1/8-inch thickness with palm of hand.  Make a design by pressing with fork in one direction. Bake at 325° for 8 to 10 minutes until cookies begin to brown.  Remove from sheet while warm.  Place flat sides of 2 cookies together with frosting.      Slightly brown butter or margarine in saucepan.  Remove from heat and blend in powdered sugar.  Gradually add vanilla and cream until spreading consistency.
96,iowa butterscotch cookies,1  c. Crisco1  c. brown sugar1  c. white sugar2  eggs or unbeaten1  c. nuts1  tsp. vanilla3  c. flour1  tsp. salt1  tsp. soda1  tsp. baking powder,Cream Crisco and sugars; add eggs  nuts and vanilla.  Sift flour  salt  soda and baking powder together.  Stir into batter and mix well.  Divide batter in half and shape into 2 rolls. Refrigerate overnight.  Slice in 1/4-inch slices and place on greased and floured cookie sheet.  Bake at 350° for 10 to 12 minutes.
97,chocolate strawberry cooler,1/2  c. sliced strawberries2  Tbsp. sugar1  Tbsp. cocoa1  c. milk1/2  c. chilled carbonated beverage,Combine strawberries  sugar  cocoa and half of the milk in blender container; blend well.  Add remaining milk and carbonated beverage; blend.  Garnish with dollop of whipped cream or ice cream and a strawberry  if desired.  Yields two 8-ounce servings.
98,bonbons temptation pie,15  chocolate creme-filled cookies2  Tbsp. melted butter1  pt. softened ice cream  about 24 Bonbons brand ice cream nuggets  whipped cream  chocolate syrup,Crush cookies.  Combine with butter.  Press into buttered 8-inch pie plate.  Bake in 350° oven 8 to 10 minutes.  Cool.      Spoon ice cream into pie shell.  Cover surface with Bonbons nuggets  gently pressing into ice cream.  Freeze.  Before serving  cover pie with whipped cream and drizzle with chocolate syrup. Serve at once.  Premade pie shell may be used instead of cookies.
99,amaretto cookies,1/2  c. egg whites (3 eggs)1 1/4  c. sugar1/4  tsp. salt1/3  c. Amaretto liqueur3 1/4  oz. flaked coconut4  oz. almonds or finely chopped,Beat egg whites until stiff.  Then gradually beat in sugar  1 tablespoon at a time  until stiff and glossy.  Add salt.  Gradually beat in Amaretto.  Fold in coconut and almonds.  Line cookie sheets with foil.  Drop mixture by heaping teaspoonfuls onto foil.  Bake at 325° for 20 minutes.  Cool cookies on foil.  Store in airtight container.  Makes 4 dozen.
100,chocolate butter frosting with pecans,1  stick butter or oleo1  tsp. salt3  c. powdered sugar1/4  c. chocolate syrup1/4  c. milk2  tsp. vanilla1  c. pecans,Mix softened butter or oleo.  Add salt  powdered sugar  chocolate syrup and milk; beat until fluffy with electric beater. Add vanilla and pecans; continue beating until nuts have been properly mixed into the frosting.
101,huckleberry cookies,1/2  c. butter1  c. sugar1  tsp. lemon juice1/2  tsp. grated lemon rind1  egg2 1/4  c. sifted flour2  tsp. baking powder1  tsp. cinnamon1/4  tsp. nutmeg1/4  c. milk1  c. grated carrot1  c. huckleberries,Cream butter and sugar until light and fluffy.  Add lemon juice  rind and egg and beat until well blended.  Sift dry ingredients together and add to creamed mixture.  Add milk.  Stir in carrot and huckleberries.  Drop by rounded teaspoonfuls on greased cookie sheet.  Bake at 375° for 12 to 15 minutes or until done.  Yields about 4 dozen.
102,montana spice cookies,1 1/2  c. water1 1/2  c. raisins1  tsp. soda1 1/2  c. sugar1  c. shortening3  eggs1/4  tsp. salt3  c. flour1 1/2  tsp. baking powder1  tsp. cinnamon,Combine water and raisins; cook until water is absorbed.  Add the soda.  Cream together sugar and shortening; add the eggs.  Mix together salt  flour  baking powder and cinnamon.  Add creamed mixture; add raisins last.  Form into balls and flatten with bottom of a glass dipped in sugar.  Bake in 375° oven about 10 minutes.
103,dutch butter cookies,3/4  lb. butter or 3 sticks oleo1 1/3  c. sugar1  egg1 1/2  tsp. vanilla3  c. sifted flour1  tsp. soda1/2  tsp. salt,Mix butter and sugar until creamy.  Add egg and vanilla and beat well.  Add sifted dry ingredients and mix well.  Roll into small balls and place on ungreased cookie sheet.  Dampen cloth and put over small drinking glass.  Dip in white sugar and use to flatten cookie balls.  Bake at 325° for 15 minutes or until done.
104,lemonade cookies,1 1/2  c. oleo1 1/2  c. sugar3  eggs3/4  tsp. lemon flavoring3/4  tsp. vanilla1/2  tsp. butter flavoring4 1/2  c. flour1 1/2  tsp. soda1/2  tsp. salt3/4  c. frozen lemonade or thawed,Cream together oleo and sugar.  Add all remaining ingredients and chill 1 hour.  Drop by teaspoon on ungreased cookie sheet. Bake at 350° for 12 minutes.      Combine powdered sugar and butter; use lemonade for liquid.
105,big batch chocolate chip cookies,2  c. margarine1 1/2  c. brown sugar1 1/2  c. granulated sugar4  eggs2  tsp. vanilla5  c. flour1  tsp. salt2  tsp. soda1 (12 oz.)  pkg. chocolate chips,Cream together margarine and sugars; add eggs and vanilla. Beat until fluffy.  Sift together flour  salt and soda; stir into mixture.  Add chocolate chips.  Drop by teaspoons on ungreased cookie sheet.  Bake at 375° for 8 to 10 minutes.  Yields 8 dozen.
106,butterscotch chip cookies,2 1/4  c. flour1  tsp. soda1  tsp. salt1  c. softened shortening3/4  c. granulated sugar3/4  c. firmly packed brown sugar1  tsp. vanilla1/2  tsp. water2  eggs12  oz. pkg. butterscotch morsels1  c. chopped nuts,Sift together flour  soda and salt.  Set aside.  Combine shortening  granulated sugar  brown sugar  vanilla and water; beat until creamy.  Beat in eggs.  Add flour mixture; mix well.  Stir in butterscotch morsels and coarsely chopped nuts.  Drop by well rounded 1/2 teaspoonfuls onto greased cookie sheets.  Bake at 375° for 10 to 12 minutes.
107,buckeyes,12  oz. jar crunchy peanut butter or melted2  sticks margarine1  box confectioners sugar12  oz. bag chocolate chips1/2  block paraffin,Melt peanut butter in 2 sticks of butter or margarine.  Stir in the box of confectioners sugar.  Stir until well mixed.  Form into balls.  Put on waxed paper on a cookie sheet.  Place the balls in the refrigerator until chilled and firm.  Melt the chocolate chips and the paraffin.  When the balls are chilled  using toothpicks  dip each in the chocolate mixture and place in the refrigerator to set chocolate.  Can be frozen.
108,chocolate pancakes,1 1/2  c. plain flour1  tsp. baking soda1/4  c. sugar1/2  tsp. salt1/4  c. cocoa2  eggs1  c. milk1/4  c. butter or margarine1/2  c. chocolate chips,Sift first 5 dry ingredients into large bowl.  Break eggs into another bowl.  Beat slightly.  Add the milk and stir.  Melt butter; set aside to cool.  Add egg mixture to the flour mixture.  Mix well.  Stir in melted butter and chocolate chips.  Lightly grease a skillet.  Spoon batter in.  Serve with butter or sprinkle with confectioners sugar.
109,chocolate covered cherries,1/4  c. butter2 1/2  c. powdered sugar1  Tbsp. milk1/2  tsp. vanilla1/8  tsp. almond42  maraschino cherries (remove stems)16  oz. pkg. chocolate chips8  oz. milk chocolate bar1  Tbsp. shortening,Cream butter; add sugar.  Blend in milk and flavorings.  Drain cherries.  Shape small amount of sugar mixture around each cherry. Chill at least 2 hours.  Melt chocolates and shortening and dip cherries.  Place on wax paper.  Store in airtight container in a cool place.
110,apple cookies,1 1/3  c. brown sugar1/2  c. butter1  egg1/4  c. milk2  c. flour1/2  tsp. salt1  tsp. soda1  tsp. cinnamon1/2  tsp. nutmeg1  c. finely chopped apples1  c. chopped nuts,Cream sugar and butter; add egg and milk.  Mix in dry ingredients.  Stir in apples and nuts.  Drop onto slightly greased cookie sheet.  Bake at 375° for 10 minutes or until done.
111,israeli honey cookies,1  c. sifted flour1  tsp. baking powder1/4  tsp. salt1/2  c. soft shortening1  egg (unbeaten)1  tsp. vanilla1/2  c. honey1/2  c. rolled oats1/2  c. chopped walnuts1/2  c. seedless raisins1  c. semi-sweet chocolate pieces or chopped,Preheat oven to 375°.  Sift together flour  baking powder and salt; set aside.  With electric mixer at medium speed  mix shortening  egg  vanilla and honey until very light and fluffy.  At low speed  beat in flour mixture  oats  nuts  raisins and chocolate.  Drop by teaspoonfuls onto greased cookie sheet. Flatten with fork.  Bake 10 minutes.  Makes 5 dozen.
112,boston cookies,1  c. shortening1 1/2  c. brown sugar3  eggs1/2  tsp. salt1  tsp. cinnamon1  tsp. soda mixed with 2 Tbsp. hot water3  c. flour1  c. raisins1  c. nuts,Cream shortening and brown sugar.  Add eggs  salt  cinnamon and soda with water mixture.  Stir in flour.  Add raisins and nuts. Drop onto greased cookie sheet.  Bake at 350° for 15 minutes.
113,buttermilk pie,3  eggs3/4  c. sugar1  c. buttermilk1  tsp. cornmeal1  tsp. vanilla1  tsp. nutmeg1  (9-inch) pie shell,Beat eggs  sugar and buttermilk.  Add remaining ingredients. Mix well and pour into pie crust.  Bake at 350° for about 30 minutes.
114,chocolate marshmallow frosting,1  sq. unsweetened chocolate1/3  c. milk2  c. powdered sugar1  c. miniature marshmallows,Melt chocolate in milk in top of double boiler over simmering water; stir until smooth.  Remove from heat and beat in sugar  1/2 cup at a time  mixing thoroughly after each addition.  Cool slightly; fold in marshmallows.  Frost cookies.  Yields frosting for 4 dozen cookies.
115,hawaiian cake,1  pkg. yellow cake mix1 (5 1/2 oz.)  pkg. instant vanilla pudding1  c. cold milk1 (8 oz.)  pkg. cream cheese or softened1 (9 oz.)  pkg. Cool Whip or thawed1 (20 oz.)  can crushed pineapple or drained1/2  c. chopped pecans1/2  c. flaked coconut1/2  c. chopped maraschino cherries,Prepare cake mix as directed on package.  Pour batter into 9 x 11 x 2-inch pan (approximately).  Bake at 350° for 35 to 45 minutes or until cake tests done.  Cool in pan.  When thoroughly cooled  blend pudding mix with milk and beat in cream cheese.  Fold Cool Whip into pudding-cheese mixture.  Spread over cooled cake. Sprinkle with pineapple  pecans  coconut and cherries.  Refrigerate until serving time.
116,mocha cake,2  c. flour2  c. sugar3/4  c. cocoa2  tsp. baking soda1  tsp. baking powder1/2  tsp. salt1/2  c. oil1  c. milk1  c. coffee (liquid)2  eggs,Preheat oven to 350°.  Put ingredients in bowl one by one. Beat with electric mixer 2 to 4 minutes  batter will be thin. Grease 9 x 13-inch pan or two round pans with margarine and then dust with flour.  Bake 30 to 35 minutes.  Test for doneness with a toothpick or a cake tester.  Always test cake in the center of the cake.
117,jewish nut cookies,1  c. oleo1 1/4  c. sugar3  eggs3  tsp. cocoa1  c. flour  pinch of salt1  c. nuts1  can Eagle Brand sweetened condensed milk2  c. coconut1  can Pillsbury chocolate fudge icing,Cream oleo  sugar and eggs.  Add flour  cocoa  salt and nuts. Spread on greased 11 x 15-inch pan.  Bake at 350° for 20 minutes. While still hot  add Eagle Brand condensed milk over top and smooth out.  Put coconut on top and bake additional 15 minutes at 350°. Cool completely and ice with Pillsbury chocolate fudge icing.
119,chocolate popsicles,3  c. milk2  Tbsp. sugar1  pkg. instant chocolate pudding,You will need eight 3 or 4 ounce paper cups and 8 popsicle sticks.      Pour milk in large bowl.  Add sugar and pudding mix.  Beat 3 minutes on low with mixer or 5 minutes by hand.  Pour into cups. When partially frozen  place sticks in center.  Freeze until solid. Popsicle molds or ice cube trays may be used instead of paper cups.
120,christmas wreath cookies,1/2  c. melted butter30  large marshmallows1/2  tsp. green food coloring1/2  tsp. vanilla3  1/2 corn flakes,Mix butter  marshmallows  coloring and vanilla in frypan.  Heat until a smooth consistency.  Add corn flakes.  Working quickly with buttered fingers  use a tablespoon to remove some mixture; shape into wreaths and put on waxed paper.  Sprinkle with colored sugar decorating sprinkles.  Be careful; mixture will be hot.
121,mocha cream frosting,3  c. confectioners sugar1/4  c. cocoa1/3  c. butter or margarine2 1/2 to 3  tsp. instant coffee granules2  Tbsp. hot water2 or 3  Tbsp. milk1  tsp. vanilla,Combine confectioners sugar and cocoa.  Cream butter with 1/2 cup cocoa mixture in small bowl.  Combine instant coffee and hot water until dissolved.  Add remaining cocoa mixture alternately with coffee and milk; beat until spreading consistency.  Blend in vanilla.  Makes about 2 1/4 cups frosting.
